Quarter Ending,HSC Trust,Diagnostic Service,Recommended Waiting Time,Category,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26 - 36 weeks,> 36 weeks,> 36 - 52 weeks,> 52 - 65 weeks,> 65 - 78 weeks,> 78 weeks,Total,,,,
30-Sep-08,Western,Pressures and flows,9 week,Physiological Measurement,50,16,28,0,0,0,.,0,.,.,.,.,94,,,,
30-Sep-08,Western,Pure tone audiometry,9 week,Physiological Measurement,76,8,0,0,0,0,.,0,.,.,.,.,84,,,,
30-Sep-08,Western,Radio-Nuclide Imaging,9 week,Imaging,117,16,0,0,0,0,.,0,.,.,.,.,133,,,,
30-Sep-08,Western,Sleep studies,9 week,Physiological Measurement,61,7,2,0,0,0,.,0,.,.,.,.,70,,,,
31-Dec-08,Belfast,Barium Studies,9 week,Imaging,299,62,9,0,0,0,.,0,.,.,.,.,370,,,,
31-Dec-08,Belfast,Colonoscopy (Day Case),13 week,Endoscopy,368,103,87,22,0,0,.,0,.,.,.,.,580,,,,
31-Dec-08,Belfast,Computerised Tomography,9 week,Imaging,916,322,123,0,0,0,.,0,.,.,.,.,"1,361",,,,
31-Dec-08,Belfast,Cystoscopy (Day Case),13 week,Endoscopy,326,131,177,81,0,0,.,0,.,.,.,.,715,,,,
31-Dec-08,Belfast,DEXA Scan,9 week,Imaging,225,23,0,0,0,0,.,0,.,.,.,.,248,,,,
31-Dec-08,Belfast,Echocardiography,9 week,Physiological Measurement,711,203,160,12,0,0,.,0,.,.,.,.,"1,086",,,,
31-Dec-08,Belfast,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,171,70,54,21,0,0,.,0,.,.,.,.,316,,,,
31-Dec-08,Belfast,Gastroscopy (Day Case),13 week,Endoscopy,626,195,196,54,0,0,.,0,.,.,.,.,"1,071",,,,
31-Dec-08,Belfast,Magnetic Resonance Imaging,9 week,Imaging,"1,199",409,183,0,0,0,.,0,.,.,.,.,"1,791",,,,
31-Dec-08,Belfast,Non-obstetric ultrasound,9 week,Imaging,"1,497",428,216,0,0,0,.,0,.,.,.,.,"2,141",,,,
31-Dec-08,Belfast,Perfusion studies,9 week,Physiological Measurement,230,87,69,7,0,0,.,0,.,.,.,.,393,,,,
31-Dec-08,Belfast,Peripheral neurophysiology,9 week,Physiological Measurement,317,171,34,0,0,0,.,0,.,.,.,.,522,,,,
31-Dec-08,Belfast,Pressures and flows,9 week,Physiological Measurement,45,27,10,0,0,0,.,0,.,.,.,.,82,,,,
31-Dec-08,Belfast,Pure tone audiometry,9 week,Physiological Measurement,72,11,1,0,0,0,.,0,.,.,.,.,84,,,,
31-Dec-08,Belfast,Radio-Nuclide Imaging,9 week,Imaging,259,29,5,0,0,0,.,0,.,.,.,.,293,,,,
31-Dec-08,Belfast,Sleep studies,9 week,Physiological Measurement,115,76,2,0,0,0,.,0,.,.,.,.,193,,,,
31-Dec-08,Northern,Barium Studies,9 week,Imaging,48,4,0,0,0,0,.,0,.,.,.,.,52,,,,
31-Dec-08,Northern,Colonoscopy (Day Case),13 week,Endoscopy,372,187,197,163,0,0,.,0,.,.,.,.,919,,,,
31-Dec-08,Northern,Colonoscopy (Other),9 week,Endoscopy,7,2,2,0,0,0,.,0,.,.,.,.,11,,,,
31-Dec-08,Northern,Computerised Tomography,9 week,Imaging,440,70,1,0,0,0,.,0,.,.,.,.,511,,,,
31-Dec-08,Northern,Cystoscopy (Day Case),13 week,Endoscopy,75,24,21,32,0,0,.,0,.,.,.,.,152,,,,
31-Dec-08,Northern,Echocardiography,9 week,Physiological Measurement,364,177,24,0,0,0,.,0,.,.,.,.,565,,,,
31-Dec-08,Northern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,163,57,52,25,0,0,.,0,.,.,.,.,297,,,,
31-Dec-08,Northern,Flexi sigmoidoscopy (Other),9 week,Endoscopy,0,0,1,0,0,0,.,0,.,.,.,.,1,,,,
31-Dec-08,Northern,Gastroscopy (Day Case),13 week,Endoscopy,429,224,226,145,0,0,.,0,.,.,.,.,"1,024",,,,
31-Dec-08,Northern,Gastroscopy (Other),9 week,Endoscopy,0,0,2,1,0,0,.,0,.,.,.,.,3,,,,
31-Dec-08,Northern,Magnetic Resonance Imaging,9 week,Imaging,378,188,0,0,0,0,.,0,.,.,.,.,566,,,,
31-Dec-08,Northern,Non-obstetric ultrasound,9 week,Imaging,962,125,1,0,0,0,.,0,.,.,.,.,"1,088",,,,
31-Dec-08,Northern,Perfusion studies,9 week,Physiological Measurement,2,0,3,46,0,0,.,0,.,.,.,.,51,,,,
31-Dec-08,Northern,Pressures and flows,9 week,Physiological Measurement,46,13,15,0,0,0,.,0,.,.,.,.,74,,,,
31-Dec-08,Northern,Pure tone audiometry,9 week,Physiological Measurement,60,80,67,0,0,0,.,0,.,.,.,.,207,,,,
31-Dec-08,Northern,Radio-Nuclide Imaging,9 week,Imaging,131,45,20,0,0,0,.,0,.,.,.,.,196,,,,
31-Dec-08,Southern,Barium Studies,9 week,Imaging,382,16,0,0,0,0,.,0,.,.,.,.,398,,,,
31-Dec-08,Southern,Colonoscopy (Day Case),13 week,Endoscopy,169,78,61,31,0,0,.,0,.,.,.,.,339,,,,
31-Dec-08,Southern,Computerised Tomography,9 week,Imaging,447,26,0,0,0,0,.,0,.,.,.,.,473,,,,
31-Dec-08,Southern,Cystoscopy (Day Case),13 week,Endoscopy,158,94,79,27,0,0,.,0,.,.,.,.,358,,,,
31-Dec-08,Southern,DEXA Scan,9 week,Imaging,369,70,0,0,0,0,.,0,.,.,.,.,439,,,,
31-Dec-08,Southern,Echocardiography,9 week,Physiological Measurement,484,176,73,0,0,0,.,0,.,.,.,.,733,,,,
31-Dec-08,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,80,41,24,21,0,0,.,0,.,.,.,.,166,,,,
31-Dec-08,Southern,Gastroscopy (Day Case),13 week,Endoscopy,280,149,138,112,0,0,.,0,.,.,.,.,679,,,,
31-Dec-08,Southern,Magnetic Resonance Imaging,9 week,Imaging,269,24,0,0,0,0,.,0,.,.,.,.,293,,,,
31-Dec-08,Southern,Non-obstetric ultrasound,9 week,Imaging,"1,582",268,0,0,0,0,.,0,.,.,.,.,"1,850",,,,
31-Dec-08,Southern,Perfusion studies,9 week,Physiological Measurement,16,7,0,0,0,0,.,0,.,.,.,.,23,,,,
31-Dec-08,Southern,Peripheral neurophysiology,9 week,Physiological Measurement,190,3,3,0,0,0,.,0,.,.,.,.,196,,,,
31-Dec-08,Southern,Pressures and flows,9 week,Physiological Measurement,41,18,19,5,0,0,.,0,.,.,.,.,83,,,,
31-Dec-08,Southern,Pure tone audiometry,9 week,Physiological Measurement,145,45,1,0,0,0,.,0,.,.,.,.,191,,,,
31-Dec-08,Southern,Radio-Nuclide Imaging,9 week,Imaging,85,47,15,0,0,0,.,0,.,.,.,.,147,,,,
31-Dec-08,Southern,Sleep studies,9 week,Physiological Measurement,35,3,1,0,0,0,.,0,.,.,.,.,39,,,,
31-Dec-08,South Eastern,Barium Studies,9 week,Imaging,143,34,0,0,0,0,.,0,.,.,.,.,177,,,,
31-Dec-08,South Eastern,Colonoscopy (Day Case),13 week,Endoscopy,292,105,75,40,0,0,.,0,.,.,.,.,512,,,,
31-Dec-08,South Eastern,Computerised Tomography,9 week,Imaging,265,41,0,0,0,0,.,0,.,.,.,.,306,,,,
31-Dec-08,South Eastern,Cystoscopy (Day Case),13 week,Endoscopy,129,37,15,1,0,0,.,0,.,.,.,.,182,,,,
31-Dec-08,South Eastern,DEXA Scan,9 week,Imaging,66,15,8,0,0,0,.,0,.,.,.,.,89,,,,
31-Dec-08,South Eastern,Echocardiography,9 week,Physiological Measurement,406,21,0,0,0,0,.,0,.,.,.,.,427,,,,
31-Dec-08,South Eastern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,230,27,19,11,0,0,.,0,.,.,.,.,287,,,,
31-Dec-08,South Eastern,Gastroscopy (Day Case),13 week,Endoscopy,517,147,144,69,0,0,.,0,.,.,.,.,877,,,,
31-Dec-08,South Eastern,Magnetic Resonance Imaging,9 week,Imaging,220,46,5,0,0,0,.,0,.,.,.,.,271,,,,
31-Dec-08,South Eastern,Non-obstetric ultrasound,9 week,Imaging,958,372,22,0,0,0,.,0,.,.,.,.,"1,352",,,,
31-Dec-08,South Eastern,Pressures and flows,9 week,Physiological Measurement,31,9,0,0,0,0,.,0,.,.,.,.,40,,,,
31-Dec-08,South Eastern,Pure tone audiometry,9 week,Physiological Measurement,20,6,0,0,0,0,.,0,.,.,.,.,26,,,,
31-Dec-08,Western,Barium Studies,9 week,Imaging,105,0,0,0,0,0,.,0,.,.,.,.,105,,,,
31-Dec-08,Western,Colonoscopy (Day Case),13 week,Endoscopy,229,79,108,53,0,0,.,0,.,.,.,.,469,,,,
31-Dec-08,Western,Computerised Tomography,9 week,Imaging,257,6,0,0,0,0,.,0,.,.,.,.,263,,,,
31-Dec-08,Western,Cystoscopy (Day Case),13 week,Endoscopy,69,40,45,61,0,0,.,0,.,.,.,.,215,,,,
31-Dec-08,Western,DEXA Scan,9 week,Imaging,110,0,0,0,0,0,.,0,.,.,.,.,110,,,,
31-Dec-08,Western,Echocardiography,9 week,Physiological Measurement,276,109,1,0,0,0,.,0,.,.,.,.,386,,,,
31-Dec-08,Western,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,208,43,46,2,0,0,.,0,.,.,.,.,299,,,,
31-Dec-08,Western,Gastroscopy (Day Case),13 week,Endoscopy,423,37,17,7,0,0,.,0,.,.,.,.,484,,,,
31-Dec-08,Western,Magnetic Resonance Imaging,9 week,Imaging,297,111,41,0,0,0,.,0,.,.,.,.,449,,,,
31-Dec-08,Western,Non-obstetric ultrasound,9 week,Imaging,"1,050",49,0,0,0,0,.,0,.,.,.,.,"1,099",,,,
31-Dec-08,Western,Perfusion studies,9 week,Physiological Measurement,8,8,6,0,0,0,.,0,.,.,.,.,22,,,,
31-Dec-08,Western,Peripheral neurophysiology,9 week,Physiological Measurement,4,1,0,0,0,0,.,0,.,.,.,.,5,,,,
31-Dec-08,Western,Pressures and flows,9 week,Physiological Measurement,65,30,22,0,0,0,.,0,.,.,.,.,117,,,,
31-Dec-08,Western,Pure tone audiometry,9 week,Physiological Measurement,64,2,0,0,0,0,.,0,.,.,.,.,66,,,,
31-Dec-08,Western,Radio-Nuclide Imaging,9 week,Imaging,77,16,0,0,0,0,.,0,.,.,.,.,93,,,,
31-Dec-08,Western,Sleep studies,9 week,Physiological Measurement,86,20,0,0,0,0,.,0,.,.,.,.,106,,,,
31-Mar-09,Belfast,Barium Studies,9 week,Imaging,270,72,0,0,0,0,.,0,.,.,.,.,342,,,,
31-Mar-09,Belfast,Colonoscopy (Day Case),13 week,Endoscopy,281,105,90,0,0,0,.,0,.,.,.,.,476,,,,
31-Mar-09,Belfast,Computerised Tomography,9 week,Imaging,"1,166",293,0,0,0,0,.,0,.,.,.,.,"1,459",,,,
31-Mar-09,Belfast,Cystoscopy (Day Case),13 week,Endoscopy,418,105,111,43,0,0,.,0,.,.,.,.,677,,,,
31-Mar-09,Belfast,DEXA Scan,9 week,Imaging,573,12,0,0,0,0,.,0,.,.,.,.,585,,,,
31-Mar-09,Belfast,Echocardiography,9 week,Physiological Measurement,925,212,0,0,0,0,.,0,.,.,.,.,"1,137",,,,
31-Mar-09,Belfast,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,178,60,57,0,0,0,.,0,.,.,.,.,295,,,,
31-Mar-09,Belfast,Gastroscopy (Day Case),13 week,Endoscopy,615,188,158,0,0,0,.,0,.,.,.,.,961,,,,
31-Mar-09,Belfast,Magnetic Resonance Imaging,9 week,Imaging,"1,522",416,0,0,0,0,.,0,.,.,.,.,"1,938",,,,
31-Mar-09,Belfast,Non-obstetric ultrasound,9 week,Imaging,"1,522",367,0,0,0,0,.,0,.,.,.,.,"1,889",,,,
31-Mar-09,Belfast,Perfusion studies,9 week,Physiological Measurement,273,96,59,22,0,0,.,0,.,.,.,.,450,,,,
31-Mar-09,Belfast,Peripheral neurophysiology,9 week,Physiological Measurement,532,242,0,0,0,0,.,0,.,.,.,.,774,,,,
31-Mar-09,Belfast,Pressures and flows,9 week,Physiological Measurement,85,40,0,0,0,0,.,0,.,.,.,.,125,,,,
31-Mar-09,Belfast,Pure tone audiometry,9 week,Physiological Measurement,86,14,0,0,0,0,.,0,.,.,.,.,100,,,,
31-Mar-09,Belfast,Radio-Nuclide Imaging,9 week,Imaging,259,39,0,0,0,0,.,0,.,.,.,.,298,,,,
31-Mar-09,Belfast,Sleep studies,9 week,Physiological Measurement,135,41,0,0,0,0,.,0,.,.,.,.,176,,,,
31-Mar-09,Northern,Barium Studies,9 week,Imaging,61,0,0,0,0,0,.,0,.,.,.,.,61,,,,
31-Mar-09,Northern,Colonoscopy (Day Case),13 week,Endoscopy,416,169,114,0,0,0,.,0,.,.,.,.,699,,,,
31-Mar-09,Northern,Computerised Tomography,9 week,Imaging,540,46,0,0,0,0,.,0,.,.,.,.,586,,,,
31-Mar-09,Northern,Cystoscopy (Day Case),13 week,Endoscopy,99,53,40,0,0,0,.,0,.,.,.,.,192,,,,
31-Mar-09,Northern,Echocardiography,9 week,Physiological Measurement,497,112,0,0,0,0,.,0,.,.,.,.,609,,,,
31-Mar-09,Northern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,206,87,58,0,0,0,.,0,.,.,.,.,351,,,,
31-Mar-09,Northern,Gastroscopy (Day Case),13 week,Endoscopy,547,214,161,0,0,0,.,0,.,.,.,.,922,,,,
31-Mar-09,Northern,Magnetic Resonance Imaging,9 week,Imaging,368,15,0,0,0,0,.,0,.,.,.,.,383,,,,
31-Mar-09,Northern,Non-obstetric ultrasound,9 week,Imaging,"1,225",19,0,0,0,0,.,0,.,.,.,.,"1,244",,,,
31-Mar-09,Northern,Perfusion studies,9 week,Physiological Measurement,6,4,0,0,0,0,.,0,.,.,.,.,10,,,,
31-Mar-09,Northern,Pressures and flows,9 week,Physiological Measurement,77,52,0,0,0,0,.,0,.,.,.,.,129,,,,
31-Mar-09,Northern,Pure tone audiometry,9 week,Physiological Measurement,115,3,0,0,0,0,.,0,.,.,.,.,118,,,,
31-Mar-09,Northern,Radio-Nuclide Imaging,9 week,Imaging,121,15,0,0,0,0,.,0,.,.,.,.,136,,,,
31-Mar-09,Southern,Barium Studies,9 week,Imaging,418,11,0,0,0,0,.,0,.,.,.,.,429,,,,
31-Mar-09,Southern,Colonoscopy (Day Case),13 week,Endoscopy,189,107,95,0,0,0,.,0,.,.,.,.,391,,,,
31-Mar-09,Southern,Computerised Tomography,9 week,Imaging,600,66,0,0,0,0,.,0,.,.,.,.,666,,,,
31-Mar-09,Southern,Cystoscopy (Day Case),13 week,Endoscopy,188,58,58,0,0,0,.,0,.,.,.,.,304,,,,
31-Mar-09,Southern,DEXA Scan,9 week,Imaging,539,54,0,0,0,0,.,0,.,.,.,.,593,,,,
31-Mar-09,Southern,Echocardiography,9 week,Physiological Measurement,560,125,0,0,0,0,.,0,.,.,.,.,685,,,,
31-Mar-09,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,98,33,32,0,0,0,.,0,.,.,.,.,163,,,,
31-Mar-09,Southern,Gastroscopy (Day Case),13 week,Endoscopy,303,137,142,0,0,0,.,0,.,.,.,.,582,,,,
31-Mar-09,Southern,Magnetic Resonance Imaging,9 week,Imaging,307,71,0,0,0,0,.,0,.,.,.,.,378,,,,
31-Mar-09,Southern,Non-obstetric ultrasound,9 week,Imaging,"1,682",155,0,0,0,0,.,0,.,.,.,.,"1,837",,,,
31-Mar-09,Southern,Perfusion studies,9 week,Physiological Measurement,7,0,0,0,0,0,.,0,.,.,.,.,7,,,,
31-Mar-09,Southern,Peripheral neurophysiology,9 week,Physiological Measurement,174,22,0,0,0,0,.,0,.,.,.,.,196,,,,
31-Mar-09,Southern,Pressures and flows,9 week,Physiological Measurement,61,15,0,1,2,1,.,1,.,.,.,.,80,,,,
31-Mar-09,Southern,Pure tone audiometry,9 week,Physiological Measurement,176,22,0,0,0,0,.,0,.,.,.,.,198,,,,
31-Mar-09,Southern,Radio-Nuclide Imaging,9 week,Imaging,115,9,0,0,0,0,.,0,.,.,.,.,124,,,,
31-Mar-09,Southern,Sleep studies,9 week,Physiological Measurement,56,16,0,0,0,0,.,0,.,.,.,.,72,,,,
31-Mar-09,South Eastern,Barium Studies,9 week,Imaging,190,13,0,0,0,0,.,0,.,.,.,.,203,,,,
31-Mar-09,South Eastern,Colonoscopy (Day Case),13 week,Endoscopy,313,80,45,0,0,0,.,0,.,.,.,.,438,,,,
31-Mar-09,South Eastern,Computerised Tomography,9 week,Imaging,412,4,0,0,0,0,.,0,.,.,.,.,416,,,,
31-Mar-09,South Eastern,Cystoscopy (Day Case),13 week,Endoscopy,136,24,8,0,0,0,.,0,.,.,.,.,168,,,,
31-Mar-09,South Eastern,DEXA Scan,9 week,Imaging,121,10,0,0,0,0,.,0,.,.,.,.,131,,,,
31-Mar-09,South Eastern,Echocardiography,9 week,Physiological Measurement,414,89,0,0,0,0,.,0,.,.,.,.,503,,,,
31-Mar-09,South Eastern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,202,42,27,0,0,0,.,0,.,.,.,.,271,,,,
31-Mar-09,South Eastern,Gastroscopy (Day Case),13 week,Endoscopy,552,148,91,0,0,0,.,0,.,.,.,.,791,,,,
31-Mar-09,South Eastern,Magnetic Resonance Imaging,9 week,Imaging,201,6,0,0,0,0,.,0,.,.,.,.,207,,,,
31-Mar-09,South Eastern,Non-obstetric ultrasound,9 week,Imaging,"1,190",117,0,0,0,0,.,0,.,.,.,.,"1,307",,,,
31-Mar-09,South Eastern,Pressures and flows,9 week,Physiological Measurement,43,8,0,0,0,0,.,0,.,.,.,.,51,,,,
31-Mar-09,South Eastern,Pure tone audiometry,9 week,Physiological Measurement,24,12,0,0,0,0,.,0,.,.,.,.,36,,,,
31-Mar-09,Western,Barium Studies,9 week,Imaging,98,0,0,0,0,0,.,0,.,.,.,.,98,,,,
31-Mar-09,Western,Colonoscopy (Day Case),13 week,Endoscopy,254,122,75,0,0,0,.,0,.,.,.,.,451,,,,
31-Mar-09,Western,Computerised Tomography,9 week,Imaging,336,7,0,0,0,0,.,0,.,.,.,.,343,,,,
31-Mar-09,Western,Cystoscopy (Day Case),13 week,Endoscopy,83,23,9,0,0,0,.,0,.,.,.,.,115,,,,
31-Mar-09,Western,DEXA Scan,9 week,Imaging,207,0,0,0,0,0,.,0,.,.,.,.,207,,,,
31-Mar-09,Western,Echocardiography,9 week,Physiological Measurement,389,108,0,0,0,0,.,0,.,.,.,.,497,,,,
31-Mar-09,Western,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,212,48,11,0,0,0,.,0,.,.,.,.,271,,,,
31-Mar-09,Western,Gastroscopy (Day Case),13 week,Endoscopy,406,84,59,0,0,0,.,0,.,.,.,.,549,,,,
31-Mar-09,Western,Magnetic Resonance Imaging,9 week,Imaging,309,73,0,0,0,0,.,0,.,.,.,.,382,,,,
31-Mar-09,Western,Non-obstetric ultrasound,9 week,Imaging,"1,229",31,0,0,0,0,.,0,.,.,.,.,"1,260",,,,
31-Mar-09,Western,Perfusion studies,9 week,Physiological Measurement,20,3,0,0,0,0,.,0,.,.,.,.,23,,,,
31-Mar-09,Western,Peripheral neurophysiology,9 week,Physiological Measurement,5,0,0,0,0,0,.,0,.,.,.,.,5,,,,
31-Mar-09,Western,Pressures and flows,9 week,Physiological Measurement,65,36,0,0,0,0,.,0,.,.,.,.,101,,,,
31-Mar-09,Western,Pure tone audiometry,9 week,Physiological Measurement,86,2,0,0,0,0,.,0,.,.,.,.,88,,,,
31-Mar-09,Western,Radio-Nuclide Imaging,9 week,Imaging,90,6,0,0,0,0,.,0,.,.,.,.,96,,,,
31-Mar-09,Western,Sleep studies,9 week,Physiological Measurement,118,10,0,0,0,0,.,0,.,.,.,.,128,,,,
30-Jun-09,Belfast,Barium Studies,9 week,Imaging,286,51,0,0,0,0,.,0,.,.,.,.,337,,,,
30-Jun-09,Belfast,Colonoscopy (Day Case),13 week,Endoscopy,249,99,72,0,0,0,.,0,.,.,.,.,420,,,,
30-Jun-09,Belfast,Computerised Tomography,9 week,Imaging,"1,043",443,0,0,0,0,.,0,.,.,.,.,"1,486",,,,
30-Jun-09,Belfast,Cystoscopy (Day Case),13 week,Endoscopy,367,151,114,41,8,11,.,11,.,.,.,.,692,,,,
30-Jun-09,Belfast,DEXA Scan,9 week,Imaging,623,219,0,0,0,0,.,0,.,.,.,.,842,,,,
30-Jun-09,Belfast,Echocardiography,9 week,Physiological Measurement,958,226,0,0,0,0,.,0,.,.,.,.,"1,184",,,,
30-Jun-09,Belfast,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,156,61,67,0,0,0,.,0,.,.,.,.,284,,,,
30-Jun-09,Belfast,Gastroscopy (Day Case),13 week,Endoscopy,586,225,176,1,1,0,.,0,.,.,.,.,989,,,,
30-Jun-09,Belfast,Magnetic Resonance Imaging,9 week,Imaging,"1,807",475,0,0,0,0,.,0,.,.,.,.,"2,282",,,,
30-Jun-09,Belfast,Non-obstetric ultrasound,9 week,Imaging,"1,664",305,0,0,0,0,.,0,.,.,.,.,"1,969",,,,
30-Jun-09,Belfast,Perfusion studies,9 week,Physiological Measurement,318,106,138,0,0,0,.,0,.,.,.,.,562,,,,
30-Jun-09,Belfast,Peripheral neurophysiology,9 week,Physiological Measurement,523,155,0,0,0,0,.,0,.,.,.,.,678,,,,
30-Jun-09,Belfast,Pressures and flows,9 week,Physiological Measurement,69,23,8,0,0,0,.,0,.,.,.,.,100,,,,
30-Jun-09,Belfast,Pure tone audiometry,9 week,Physiological Measurement,78,7,0,0,0,0,.,0,.,.,.,.,85,,,,
30-Jun-09,Belfast,Radio-Nuclide Imaging,9 week,Imaging,312,13,0,0,0,0,.,0,.,.,.,.,325,,,,
30-Jun-09,Belfast,Sleep studies,9 week,Physiological Measurement,124,40,0,0,0,0,.,0,.,.,.,.,164,,,,
30-Jun-09,Northern,Barium Studies,9 week,Imaging,26,0,0,0,0,0,.,0,.,.,.,.,26,,,,
30-Jun-09,Northern,Colonoscopy (Day Case),13 week,Endoscopy,378,132,115,1,0,0,.,0,.,.,.,.,626,,,,
30-Jun-09,Northern,Computerised Tomography,9 week,Imaging,492,67,0,0,0,0,.,0,.,.,.,.,559,,,,
30-Jun-09,Northern,Cystoscopy (Day Case),13 week,Endoscopy,123,29,25,0,0,0,.,0,.,.,.,.,177,,,,
30-Jun-09,Northern,Echocardiography,9 week,Physiological Measurement,470,122,0,0,0,0,.,0,.,.,.,.,592,,,,
30-Jun-09,Northern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,183,74,69,0,0,0,.,0,.,.,.,.,326,,,,
30-Jun-09,Northern,Gastroscopy (Day Case),13 week,Endoscopy,458,159,148,0,0,0,.,0,.,.,.,.,765,,,,
30-Jun-09,Northern,Magnetic Resonance Imaging,9 week,Imaging,376,67,0,0,0,0,.,0,.,.,.,.,443,,,,
30-Jun-09,Northern,Non-obstetric ultrasound,9 week,Imaging,"1,201",10,0,0,0,0,.,0,.,.,.,.,"1,211",,,,
30-Jun-09,Northern,Perfusion studies,9 week,Physiological Measurement,23,3,0,0,0,0,.,0,.,.,.,.,26,,,,
30-Jun-09,Northern,Pressures and flows,9 week,Physiological Measurement,102,19,0,0,0,0,.,0,.,.,.,.,121,,,,
30-Jun-09,Northern,Pure tone audiometry,9 week,Physiological Measurement,110,3,0,0,0,0,.,0,.,.,.,.,113,,,,
30-Jun-09,Northern,Radio-Nuclide Imaging,9 week,Imaging,116,0,0,0,0,0,.,0,.,.,.,.,116,,,,
30-Jun-09,Southern,Barium Studies,9 week,Imaging,380,12,0,0,0,0,.,0,.,.,.,.,392,,,,
30-Jun-09,Southern,Colonoscopy (Day Case),13 week,Endoscopy,225,98,110,0,0,0,.,0,.,.,.,.,433,,,,
30-Jun-09,Southern,Computerised Tomography,9 week,Imaging,584,86,0,0,0,0,.,0,.,.,.,.,670,,,,
30-Jun-09,Southern,Cystoscopy (Day Case),13 week,Endoscopy,164,53,68,5,0,0,.,0,.,.,.,.,290,,,,
30-Jun-09,Southern,DEXA Scan,9 week,Imaging,518,15,0,0,0,0,.,0,.,.,.,.,533,,,,
30-Jun-09,Southern,Echocardiography,9 week,Physiological Measurement,610,63,0,0,0,0,.,0,.,.,.,.,673,,,,
30-Jun-09,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,115,75,58,0,0,0,.,0,.,.,.,.,248,,,,
30-Jun-09,Southern,Gastroscopy (Day Case),13 week,Endoscopy,331,135,118,0,0,0,.,0,.,.,.,.,584,,,,
30-Jun-09,Southern,Magnetic Resonance Imaging,9 week,Imaging,384,91,0,0,0,0,.,0,.,.,.,.,475,,,,
30-Jun-09,Southern,Non-obstetric ultrasound,9 week,Imaging,"1,626",205,0,0,0,0,.,0,.,.,.,.,"1,831",,,,
30-Jun-09,Southern,Perfusion studies,9 week,Physiological Measurement,4,0,0,0,0,0,.,0,.,.,.,.,4,,,,
30-Jun-09,Southern,Peripheral neurophysiology,9 week,Physiological Measurement,261,28,0,0,0,0,.,0,.,.,.,.,289,,,,
30-Jun-09,Southern,Pressures and flows,9 week,Physiological Measurement,74,22,0,0,0,0,.,0,.,.,.,.,96,,,,
30-Jun-09,Southern,Pure tone audiometry,9 week,Physiological Measurement,132,16,0,0,0,0,.,0,.,.,.,.,148,,,,
30-Jun-09,Southern,Radio-Nuclide Imaging,9 week,Imaging,116,12,0,0,0,0,.,0,.,.,.,.,128,,,,
30-Jun-09,Southern,Sleep studies,9 week,Physiological Measurement,38,2,0,0,0,0,.,0,.,.,.,.,40,,,,
30-Jun-09,South Eastern,Barium Studies,9 week,Imaging,162,5,0,0,0,0,.,0,.,.,.,.,167,,,,
30-Jun-09,South Eastern,Colonoscopy (Day Case),13 week,Endoscopy,348,68,71,0,0,0,.,0,.,.,.,.,487,,,,
30-Jun-09,South Eastern,Computerised Tomography,9 week,Imaging,479,14,0,0,0,0,.,0,.,.,.,.,493,,,,
30-Jun-09,South Eastern,Cystoscopy (Day Case),13 week,Endoscopy,120,23,12,0,0,0,.,0,.,.,.,.,155,,,,
30-Jun-09,South Eastern,DEXA Scan,9 week,Imaging,71,6,0,0,0,0,.,0,.,.,.,.,77,,,,
30-Jun-09,South Eastern,Echocardiography,9 week,Physiological Measurement,427,61,0,0,0,0,.,0,.,.,.,.,488,,,,
30-Jun-09,South Eastern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,195,63,37,0,0,0,.,0,.,.,.,.,295,,,,
30-Jun-09,South Eastern,Gastroscopy (Day Case),13 week,Endoscopy,606,137,127,0,0,0,.,0,.,.,.,.,870,,,,
30-Jun-09,South Eastern,Magnetic Resonance Imaging,9 week,Imaging,309,12,0,0,0,0,.,0,.,.,.,.,321,,,,
30-Jun-09,South Eastern,Non-obstetric ultrasound,9 week,Imaging,"1,291",101,0,0,0,0,.,0,.,.,.,.,"1,392",,,,
30-Jun-09,South Eastern,Pressures and flows,9 week,Physiological Measurement,42,7,0,0,0,0,.,0,.,.,.,.,49,,,,
30-Jun-09,South Eastern,Pure tone audiometry,9 week,Physiological Measurement,22,12,0,0,0,0,.,0,.,.,.,.,34,,,,
30-Jun-09,Western,Barium Studies,9 week,Imaging,103,0,0,0,0,0,.,0,.,.,.,.,103,,,,
30-Jun-09,Western,Colonoscopy (Day Case),13 week,Endoscopy,281,123,138,2,0,0,.,0,.,.,.,.,544,,,,
